,Unnamed: 0,company,location,dates,job-title,summary,pros,cons,advice-to-mgmt,overall-ratings,work-balance-stars,culture-values-stars,career-opportunities-stars,comp-benefit-stars,senior-management-stars,helpful-count,role,is_current_employee,year,month,quarter,earnings_this_quarter,stock_price,incomplete_review
7601,7602,google,none," Feb 24, 2011",Current Employee - Software Engineer,I can't imagine working anywhere else.,"Working at Google has been an amazing experience so far. Less than a year after finishing my degree, I find myself working on interesting, challenging projects and even taking on the leadership role for a piece of critical infrastructure. Certainly, I am rapidly developing as an engineer.  Mostly, I have been impressed by the caliber of people I'm working with. Virtually every person I collaborate with is not only smart, but helpful and well-dispositioned .","My job here is definitely an intense commitment. My average work week is probably around 60 hours, and is occasionally longer still. That being said, nobody here is pressuring me to work this hard. Results get respect around here, though, so be prepared to achieve them one way or another.",Eric has been an incredible leader. I hope Larry will continue to work closely with him in the coming years.,5.0,4.5,3.0,4.5,5.0,5.0,2,Software Engineer,1,2011,Feb,1,8.575,298.24,1
7602,7603,google,none," Mar 8, 2011",Former Employee - Anonymous Employee,Terrific experience.,I would like to work for Google again. Very good culture. Very high bar to get in. Lots of interesting projects.,Expected to work very hard (poor work/life balance).,none,4.0,5.0,3.0,4.0,4.5,5.0,0,Anonymous Employee,0,2011,Mar,1,8.575,298.24,1
7603,7604,google,none," Feb 21, 2011",Current Employee - Senior Project Manager,It is a very great experience,"Gourmet food!!!, great people to work with, and an amazing workplace environment. I look forward to coming to work on a daily basis.",At times the hours are very stressful,THey are doing a great job in leading this company. I see where they are at and their vision for the future. Keep up the good work!,5.0,5.0,3.0,5.0,5.0,5.0,0,Senior Project Manager,1,2011,Feb,1,8.575,298.24,1
7604,7605,google,none," Mar 9, 2011",Current Employee - Anonymous Employee,Great company to work for...,"Smart people, employees treated very well.",The feeling that the company is working on too many things.,none,4.0,3.5,3.0,3.0,4.5,3.0,0,Anonymous Employee,1,2011,Mar,1,8.575,298.24,1
7605,7606,google,none," Mar 3, 2011",Former Employee - Product Marketing Manager,A place where you can learn a lot as a new grad,You can learn a lot as your first job as a new grad. Best opportunity for somebody who is fresh from school. Working with smart people and best technology.,Give engineers more capability to influence product development and product marketing. Middle management is really redundant. It seems that a lot of directors ' main function is to serve as costly email routers. Hope that Google can be lean again!,Reduce middle-level management to speed up product roll-out to market and response to competitors.,3.0,1.5,3.0,1.0,1.0,2.5,1,Product Marketing Manager,0,2011,Mar,1,8.575,298.24,1
7606,7607,google,none," Feb 25, 2011",Former Employee - Software Engineer,great place to work,"They provide free food. Google is a great place to work. Snacks, drinks, friendly environment. Wonderful place for engineers to work.","Google is already a big company, mature. If you join at this moment. you may not get too many stock options.",Eric is good. The founders are good. The team is very solid and experienced. They generally did a good job.,4.0,5.0,3.0,3.5,4.0,4.0,0,Software Engineer,0,2011,Feb,1,8.575,298.24,1
7607,7608,google,none," Feb 13, 2011",Former Employee - Manager,Great place to be from,- Great pool of smart people - Great onsite benefits - Lots of interesting projects - Cool company - Great Public awareness and charitable attitudes.,"- Too many promoted for how they promote themselves not for what they do or add. - A focus on cutting the bottom 5% ""just because"" - Hiring at a level above the actual job requirements which means people are working below their capabilities. - Lots of lazy people who can do so because they have been there long enough -","- Stop listening too those who talk the loudest, spend time in the field listening to those who do the job. - Look at the performance of the teams and attribute it to the team. - Stop making decisions based on the majority rule. Empower your team members to make decisions and carry them out. - Go back to having fun.",3.0,3.5,3.0,2.5,3.5,2.5,4,Manager,0,2011,Feb,1,8.575,298.24,1
7608,7609,google,none," Feb 16, 2011",Former Employee - Test Engineering Lead,"Fast pace, tons of coding, great colleagues, innovating products","the smartest brightest people work here, excellent executive staff, fun projects that suites your interests, and excellent bonuses.","handful of our middle managers, not enough recognition, poor feedback, job can be repetitive.",middle managers needs an audit on performance and education on leadership.,4.0,3.5,3.0,4.0,4.5,4.5,0,Test Engineering Lead,0,2011,Feb,1,8.575,298.24,1
7609,7610,google,"Dublin, Co. Dublin (Ireland)"," Jan 30, 2011",Former Employee - Account Strategist,Great,"The best things are the free exchange of ideas, the informal working environment, the opportunity to pursue your own projects",There's a very strong focus on visibility on a team. Sometimes you could find yourself doing something for the sake of visibility - not it's usefulness.,"As the company grows, bureaucracy and formality are taking their toll. For example when I started managers didn't have PA - now they all do...",5.0,5.0,3.0,4.5,5.0,4.0,0,Account Strategist,0,2011,Jan,1,8.575,298.24,1
7610,7611,google,none," Feb 13, 2011",Current Employee - Anonymous Employee,good,"awesome people, nice weather, on the leading edge of technology","too intellectual community, peer pressure",none,4.0,3.5,3.0,4.5,4.5,3.5,0,Anonymous Employee,1,2011,Feb,1,8.575,298.24,1
7611,7612,google,Buenos Aires (Argentina)," Jan 28, 2011",Former Employee - Account Strategist,"Good experience, lots of learning, but after 3/4 years you don't learn new things and get stuck.","Great people, very open and caring. Also VERY smart. It's your co-workers what makes it great going to work every morning. Great benefits (food, gym, healthcare). Great info sharing (transparency) from management and great access to info all across the company.","Horrible work-life balance. People inside the company tend to say its up to one person to have a balance. However true, there's lots of pressure and workload and its tough to handle.  After 3-4 years you don't learn anything new and the job is routine-like.  The company is getting bigger and promotions are very hard to obtain, specially as most people in the company are top performers.",none,4.0,3.0,3.0,2.5,4.0,5.0,5,Account Strategist,0,2011,Jan,1,8.575,298.24,1
7612,7613,google,none," Jan 20, 2011",Current Employee - Anonymous Employee,Excellent Place to Launch a Career,"Coming from a startup background, Google provides amazing opportunities for working in small, focused teams on influential products. Overall I have been very satisfied with my ability to move around within the company.","While well run, Google is still an enormous company. While bureaucracy is kept at a minimum, Google is definitely no longer what it used to be in terms of a startup-like environment.",The 15% pay increase and the perk's a strong way for the company to show its support and confidence in its employees.,5.0,4.5,3.0,4.5,5.0,5.0,2,Anonymous Employee,1,2011,Jan,1,8.575,298.24,1
7613,7614,google,none," Jan 30, 2011",Current Employee - Software Engineer,Good if you are not too keen in career advancement,"Folks are generally smart and friendly, easy to achieve work-life balance if you are not too keen in getting promoted, open culture.","As the size grows, policities start to kick in. There are people (thankfully, only a few) who talk the talk but not walk the walk that are fast-track in the promotion.","Fix the performance evaluation system, the existing system rewards people in high profile projects but not too much on boiling maintenance tasks.",4.0,4.0,3.0,3.5,2.5,3.0,1,Software Engineer,1,2011,Jan,1,8.575,298.24,1
7614,7615,google,none," Jan 25, 2011",Current Employee - Anonymous Employee,"process analysis, reporting and analytics, BI system","good compensation, nice place with a lot of goodies.","heavy work pressure. A lot of expectations from manager, peer, and subordinates.",none,3.0,3.0,3.0,3.0,3.0,3.0,0,Anonymous Employee,1,2011,Jan,1,8.575,298.24,1
7615,7616,google,none," Jan 11, 2011",Former Employee - Anonymous Employee,"Fast paced, exciting",Best place for a software engineer. Superb infrastructure. Relatively fast development cycle. Great perks. Good food. Flexible work hours,Limited freedom. 20% time is nonsense because it is not implemented. Middle management is inefficient. This is getting worse as the organization is growing in size.,Cut down middle management or at least get better product managers. Give more freedom to developers. Implement 20% time strictly. Reward innovation at every level.,4.0,4.0,3.0,3.0,3.5,3.0,1,Anonymous Employee,0,2011,Jan,1,8.575,298.24,1
7616,7617,google,none," Jan 24, 2011",Current Employee - Anonymous Employee,good place to work,awesome people awesome work environment nice projects to work on good food managers are talented and good at management skill managers are nice,too much pressure need to work over time benefit is not as good as before cancel some projects since they are not promising,reduce the workload increase the salary reduce the pressure hiring more people to work on the project give employee more private space,1.0,1.0,3.0,1.0,1.0,1.0,4,Anonymous Employee,1,2011,Jan,1,8.575,298.24,1
7617,7618,google,"London, England (UK)"," Dec 16, 2010",Current Employee - Anonymous Employee,"good place to work, but turning corporate","great respect for employees, amazing colleagues, good work environment. Generally, a lot happens and once you gained credibility, you can change and move within the company to pursue new opportunities.",Sometimes it can take too long to be promoted or get where you want to go. Company is also turning more corporate away from the start up mentality. Very centralized decision making makes it difficult to get things done locally.,"decentralize decision making back to local entities, shake things up a bit in the top. allow decision making even if not based on consensus. allow for more engineering support where necessary.",5.0,5.0,3.0,3.5,4.0,4.0,2,Anonymous Employee,1,2010,Dec,4,8.44,304.87,1
7618,7619,google,"London, England (UK)"," Dec 26, 2010",Former Employee - Software Engineer Intern,Great experience,Prestigious place to work in as an intern. Great opportunity to join a real project and actually launch your own code to millions of people around the world. Relaxed atmosphere and plenty of food.,The intern-ship programme could be a bit more organised. Also it takes ages for Google HR to react to anything esp. the recruiting process takes too long.,Be a bit more organised and focused. Know what you want to achieve because you have a lot of really gifted people getting upset because you suddenly change your decision about their project.,4.0,4.5,3.0,4.0,4.0,3.0,1,Software Engineer Intern,0,2010,Dec,4,8.44,304.87,1
7619,7620,google,none," Dec 16, 2010",Current Employee - Anonymous Employee,The dream work environment,"Brilliant minds, college atmosphere, interesting projects","At the end of the day it is a corporation, even on smaller projects there is red tape.",none,5.0,5.0,3.0,5.0,5.0,5.0,0,Anonymous Employee,1,2010,Dec,4,8.44,304.87,1
7620,7621,google,"London, England (UK)"," Dec 23, 2010",Former Employee - Anonymous Employee,Great place to work,"Google is a very dynamic environment, it's all about the people and it is an incredibly exciting place to work",Google is very set in it's ways about a few things making it hard to do certain things which can be frustrating.,none,4.0,4.0,3.0,4.0,3.5,4.0,1,Anonymous Employee,0,2010,Dec,4,8.44,304.87,1
7621,7622,google,none," Dec 5, 2010",Current Employee - Anonymous Employee,Review of Google,Google offers an open environment that encourages creativity and fosters growth.,Google has very high expectations and hours.,I would advise Google to continue investing in their employees as it raises morale and in turn raises productivity.,5.0,5.0,3.0,5.0,5.0,5.0,1,Anonymous Employee,1,2010,Dec,4,8.44,304.87,1
7622,7623,google,none," Nov 10, 2010",Current Employee - Test Engineer,Awesome company with awesome managers,"People are smart, technology is innovative, food is the best. lots of other perks including gym, unlimited food, lots of great invited speakers.",There's a ton of folks trying to climb up the corporate ladder and you tend to get frustrated if you dont get promoted during the promotion cycle.,"interviews are tough. food is great. salary is great, bonuses are excellent. lots of room for growth. fun projects and people",5.0,5.0,3.0,5.0,5.0,5.0,1,Test Engineer,1,2010,Nov,4,8.44,304.87,1
7623,7624,google,none," Nov 20, 2010",Current Employee - Anonymous Employee,"Great place to work, with limited financial upside",- Great place to work - Competent people - Infrastructure - Good salary - Food,- Promotion system - Jerks tolerated by management - Work/life balance,- Fix promotion system,4.0,2.5,3.0,3.0,4.0,4.0,2,Anonymous Employee,1,2010,Nov,4,8.44,304.87,1
7624,7625,google,"Dublin, Co. Dublin (Ireland)"," Nov 22, 2010",Current Employee - Anonymous Employee,Google,"Food, Gym, People, Office, Internet","Long work hours, poor middle management",retain top talents in the company.,3.0,2.5,3.0,3.0,3.5,3.0,0,Anonymous Employee,1,2010,Nov,4,8.44,304.87,1
7625,7626,google,Bengaluru (India)," Nov 2, 2010",Current Employee - Anonymous Employee,Google,Work with some of the smartest people on the planet. Opportunities to work on new problems and cutting edge technologies. Opportunities to innovate.,Lack of structure and direction can cause stress. The freedom can work to your disadvantage. Constantly need to reinvent yourself.,Stronger support for long term projects.,5.0,4.0,3.0,5.0,4.5,4.5,1,Anonymous Employee,1,2010,Nov,4,8.44,304.87,1
7626,7627,google,none," Nov 14, 2010",Current Employee - Anonymous Employee,Great place to work if you are willing to be the best at what you do,Rewards top performers Great benefits Great brand to put in your resume. Very well respected around the world. The company keeps innovating.,If you work very hard but are not among the top 10% then it is very difficult for you to get promoted. It is getting more and more bureaucratic.,Promote the people that deserve to be promoted. Beware of those who play with politics to get it to the top. Examples like this make people go to other companies.,4.0,4.0,3.0,4.0,4.0,4.0,2,Anonymous Employee,1,2010,Nov,4,8.44,304.87,1
7627,7628,google,none," Nov 22, 2010",Former Employee - Something,Google,"Great engineers, good products, free food and all expense paid trips to ski resorts and what not. Not to mention the free t-shirts.",Too many managers from Microsoft who brought their own culture to the company. Too many mid level managers who have now more or less made the top management inaccessible,Stop hiring managers from Microsoft. Promote qualified candidates from within.,3.0,2.0,3.0,3.0,3.0,1.5,0,Something,0,2010,Nov,4,8.44,304.87,1
7628,7629,google,"Dublin, Co. Dublin (Ireland)"," Nov 5, 2010",Current Employee - Account Associate,...,Great company to work for,"decision making process, promotions, internal mobility and availability of job positions in the US headquarter in Mountain View",I have nothing to advise to a higher management of Google at the moment.,5.0,5.0,3.0,5.0,5.0,5.0,0,Account Associate,1,2010,Nov,4,8.44,304.87,1
7629,7630,google,none," Nov 18, 2010",Former Employee - Anonymous Employee,Wonderful,Wonderful work environment that lends itself to great innovation and freedom to develop great products and services. I enjoyed working at this company.,"The main negative that I noticed, which probably just simply depends on your goals is that although it's a positive to be at such a giant company, that can also serve to be difficult for advancement.",I think the company is doing a great job. Obviously it's important to maintain competitiveness at all times and continually innovate.,4.0,3.5,3.0,4.5,4.0,4.5,0,Anonymous Employee,0,2010,Nov,4,8.44,304.87,1
7630,7631,google,none," Nov 2, 2010",Former Employee - Anonymous Employee,proud to be a googler,"Google was a great place to work with colleagues, and grow my career. I am forever grateful to being lucky enough to be a part of Google.",It was hard to keep up with the over achieving personalities and keep up with the fast pace of the new hires.,Continue to focus on growing the search business- don't lose sight of what made Google 'Google' and keep employee retention as a focus.,3.0,3.0,3.0,2.5,3.5,3.0,2,Anonymous Employee,0,2010,Nov,4,8.44,304.87,1
7631,7632,google,none," Oct 29, 2010",Current Employee - Developer,good place to work,"good place to work. nice food, nice computer, nice space. nice people good place to write code, there is no interrupt during my work",not sure what I should do each day. Just guess what I need to do I have to consider market,Need plan to our work Need to have know technology,3.0,3.0,3.0,3.5,4.0,4.0,1,Developer,1,2010,Oct,4,8.44,304.87,1
7632,7633,google,none," Sep 21, 2010",Current Employee - Anonymous Employee,"Used to be Paradise, now just a parking lot","Brilliant, funny co-workers. Most of the time, if you make it through the hiring process in Mountain View you're a mensch. I cannot overstate how wonderful most of the people are. Insider access to technology that will drop your jaw on a daily basis. The ability, for good or bad, to help change the world. Spectacular bonuses that bring up the low salaries to a nice level.  Google is a good place to join if you are brilliant, good at promoting your work to other engineers, and willing to work 70-hour weeks.  The food is pretty darn good. The gyms in Mountain View are extraordinary, I don't know about other sites. They don't want you ever to have to step offcampus, and you pretty much don't.","Severe caste system: be an engineer or be nobody, and there are ranks within engineering. Quarterly semi-secret stack-ranking system, goal of getting rid of the bottom 5% every year. (Sound like Microsoft? Yup.) Bi-annual self- and peer evaluations. In short, the promotion and evaluation process is exhausting, neverending, and notoriously unfair. If you work in a ""distributed office"" (outside Mountain View) prepare to be seriously out of the loop and to have limited access to the cool projects and the ones that can build your career. The company used to be just as adorable as its publicity. Now it is so big that it can't be.  By this point (2010) Sergey and Larry are completely clueless about actual life at the company and the open-questions meetings consist of somebody asking a serious question, Sergey making a joke, and the question dangling unanswered. When you hear someone bring up a serious personnel problem, it's either too confidential to discuss or it couldn't really have happened.  The famous ""20% project"" where you get one day a week to work on projects you dream up yourself is openly admitted by senior executives to mean ""work you do on the weekend"", not ""work you do on Friday"".  Do NOT depend on the legendary day-care program. Last I heard there was at least a year's waiting list. There used to be a three-year waiting list, but they solved that problem by raising the fees so high that most Googlers couldn't afford it. (Seriously. It was out-and-out explained that the oversubscribed daycare was an economic problem, and higher prices would resolve it.)  Come to Google for technological challenge, come for brilliant co-workers. But don't come for a kinder, gentler software company, at this scale, there's no such thing.","Pay less attention to survey results and more attention to people. Do a random sampling of employees and have lunch with them in person, by VC if necessary. Down at the ground level there's a lot of fear and rage you either don't know about or don't want to know about.",2.0,1.0,3.0,2.0,5.0,4.0,21,Anonymous Employee,1,2010,Sep,3,7.2860000000000005,240.86,1
7633,7634,google,none," Oct 14, 2010",Current Employee - Anonymous Employee,,"Google is a good place to work for not because of all the talented people around you, but also the free culture.",The learning curve for a particular technology could be high since there are so many technologies are used here at Google.,Most management teams have done excellent jobs in the past. Employees should be rewarded more according to their performance. Thanks.,4.0,4.0,3.0,3.5,3.5,4.0,0,Anonymous Employee,1,2010,Oct,4,8.44,304.87,1
7634,7635,google,none," Oct 11, 2010",Current Employee - Anonymous Employee,Google,"Extremely open culture, extremely smart people to work with",Too many duplicate parallel products/efforts,More cash awards would help,3.0,4.0,3.0,3.0,2.5,2.0,0,Anonymous Employee,1,2010,Oct,4,8.44,304.87,1
7635,7636,google,Sydney (Australia)," Aug 30, 2010",Former Employee - Software Engineer,Great place to work and share ideas,"Amazing people, a great culture with good knowledge sharing and timely communication, great workplace with prepared food, relaxing surroundings and competent management.","High expectations of staff to self manage and self-motivate may be difficult for some. Feedback must be sought, rather than expected.","Focus less on blue-skies projects like Wave, and take into consideration what features are missing from existing products that users are clamouring for.",5.0,4.5,3.0,4.0,4.0,4.0,6,Software Engineer,0,2010,Aug,3,7.2860000000000005,240.86,1
7636,7637,google,none," Oct 8, 2010",Current Employee - Datacenter Technician,Looks good on your CV and that's about it,You will be able to work in some of the most advanced datacenters in the world. Good exposure to a lot interesting technologies,"Google is the only company I've ever worked for where I've had to put up with an endless supply of childish and disrespectful behavior coming from coworkers. It's also the only workplace I've been to where my manager behaves like a 12 year old.  The amount of hypocrisy is appalling as well. You have people who have been brainwashed into the ""Googley"" way and then the hypocrites who piss on the company's core values while expecting the rest to be nice and googley all they long.  Google prides itself in having a peer review system which means hard work is recognized and high performers get promoted. Really far from the truth, if your manager doesn't like you, for whatever reason, you will be left there to rot while other get promoted in front of you, no matter how high your performance review scores are.",Stop behaving like a 12 year old and start acting professionally. Stop alienating hard working people and driving them away just because you don't like them. Don't be surprise about the high attrition level when it's all your fault.,1.0,3.0,3.0,1.0,3.0,1.0,22,Datacenter Technician,1,2010,Oct,4,8.44,304.87,1
7637,7638,google,none," Oct 2, 2010",Current Employee - Anonymous Employee,Great projects at Google,I have been on multiple projects in past few years and have recieved great exposure to the technical aspects.,Has employees from different counties and aspects. Also casual and frendly atmosphere in the company. Great food keeps energy up.,Should have proper security for confidential products. Also should make it easier for people tork if they are in same project and same cou ntry,3.0,4.0,3.0,4.0,4.0,4.0,0,Anonymous Employee,1,2010,Oct,4,8.44,304.87,1
7638,7639,google,none," Sep 24, 2010",Current Employee - Anonymous Employee,Good one,The office is a really great place to work It is a decent job with good security Salary is high,There are too many people working so sometimes you get lost The timiings aren't that great you have to be working alot,They should be a bit more strict with their job interviews as only 7 levels for a google job is too easy,5.0,4.0,3.0,3.5,4.0,5.0,0,Anonymous Employee,1,2010,Sep,3,7.2860000000000005,240.86,1
7639,7640,google,none," Sep 12, 2010",Former Employee - Quality Rater,The job was interesting and full marks to Google for that.,"Worklife was great. First and foremost - No micromanagement at Google. Planning was done very well by the PM, and ample energy was spent in doing quality work. Teams worked from all around the globe and that made the job interesting. Timings were flexi",No direct access to other teams. Feels like working in a vacuum. Quit after 4 months.,Invest more in the resources to get more quality work done.,4.0,4.0,3.0,3.0,3.0,4.0,0,Quality Rater,0,2010,Sep,3,7.2860000000000005,240.86,1
7640,7641,google,none," Sep 9, 2010",Former Employee - Anonymous Employee,It's still about the job,"great benefits: food, massages, pets, technology, shuttles to work, cool discounts, collaborative culture. depending on the group, work lifestyle balance may differ. jobs in corporate finance are generally cyclical and predictable with the planning cycle. offices all over the world and developing markets, with new products so creates lots of opportunity, but difficult to navigate.",Uncertain career progression and development. Promotion processes can be opaque. In the end this is still an engineering company. Next comes sales...and everyone else is expendable. 20% time only applies to engineers. Culture progressively changing to be more corporate. Not easy to move or rotate internally.,"Would be nice if they supported people getting MBAs and returning to firm, but education money only goes to engineers.",3.0,5.0,3.0,3.0,4.5,3.0,1,Anonymous Employee,0,2010,Sep,3,7.2860000000000005,240.86,1
7641,7642,google,none," Sep 10, 2010",Former Employee - Anonymous Employee,Intern review,Google is a great place to work. The culture is strong despite a large company. There is still a startup mentality.,"I was only there for a few months, so I did not really find any cons. Probably if any would be commute between buildings.","I was only there for a few months, so I can't really comment on this. Perhaps the management should reach out more.",4.0,4.5,3.0,5.0,5.0,4.5,0,Anonymous Employee,0,2010,Sep,3,7.2860000000000005,240.86,1
7642,7643,google,none," Sep 9, 2010",Current Employee - Software Engineer,Great place to work!,- quickly can lead your own projects. - very flexible hours. - engineer driven company. - work with a lot of smart people.,- it's hard to leave because it's very comfortable. - people are settled into current roles. - does not feel like a start up.,- pay should more proportional to impact. the company has lost a lot of great ads engineers by not paying more.,4.0,4.0,3.0,4.0,4.5,4.0,0,Software Engineer,1,2010,Sep,3,7.2860000000000005,240.86,1
7643,7644,google,none," Sep 16, 2010",Current Employee - Anonymous Employee,4 out of 5,Google is an exellent employeer and highly recommend anyone to al least try to employ thier. Google is fair and u get to change the web in which alot of people around the world get to look at.,not as exciting as an active job. Even though you spend alot of time sitting on the job there isnt much to do on the computer instead of working.,keep up the good management at your company. i believe that you are know exactly what you are doing and that you should stay at the top for much longer.,4.0,4.0,3.0,4.0,4.0,4.0,0,Anonymous Employee,1,2010,Sep,3,7.2860000000000005,240.86,1
7644,7645,google,"Dublin, Co. Dublin (Ireland)"," Sep 5, 2010",Current Employee - Account Manager,Good place to work,"compensation package is very strong, bonus structure is very strong and also very fair, good team atmosphere and team environment.","as the company is scaling in a very large way, getting promoted is now a very long process and can be quite frustrating",it's important to continue to maintain clear communication with employees to ensure satisfaction and help them to understand that they're work is valued.,4.0,3.5,3.0,3.0,4.5,3.0,0,Account Manager,1,2010,Sep,3,7.2860000000000005,240.86,1
7645,7646,google,"London, England (UK)"," Aug 5, 2010",Former Employee - Anonymous Employee,"Awesome place - not sure I should have left ,)","The work environment and the benefits are legendary and are really as good as everyone says. The *free* food is phenomenal, although I must have put on a stone and a half in my time there! The culture is exciting, the work interesting, and you really do impact millions of people around the world. Many events and theme days make going to work fun and it's really much more than your average company. Still proud to say I worked there","An expectation that you will work all hours of the day - breakfast, lunch and dinner is provided for a reason. Not the best salary in the world, but everything else that's great about the place makes up for that. There's a bit of ""that's not out remit"" discussion between departments, which can lead to things not being picked up.",Don't really have any I'm afraid,5.0,4.0,3.0,4.0,3.5,4.0,5,Anonymous Employee,0,2010,Aug,3,7.2860000000000005,240.86,1
7646,7647,google,none," Sep 4, 2010",Former Employee - Anonymous Employee,Side Projects,"Employees are allowed to work on side projects that can improve your department, or the company, with minimal managment oversite.","The company has become large and slowed down. Once you have a nice side project, it's challenging to get it to grow.","Structure the company as smaller, more manageable business units with more autonomy and more upside for those employees in each unit.",4.0,4.5,3.0,4.0,3.5,4.0,0,Anonymous Employee,0,2010,Sep,3,7.2860000000000005,240.86,1
7647,7648,google,"Dublin, Co. Dublin (Ireland)"," Aug 9, 2010",Former Employee - Account Strategist,Google Dublin great place to work,"great place to work and awesome benefits. It makes you proud to work for such a company. all your international colleague's will be your friends. They organize a lot of trainings, entertainment and speakers. Great place to master the online media landscape","salary is medium, but benefits (free food, healtyhcare, bike plan) will counter that seems the growth and the opportunities are a little bit stretched","Give smart people the right things to do. A lot of smart minds are present, but that doesn't necessarily mean that all work is high level. Thanks you for the great experience I had there!",5.0,5.0,3.0,3.0,4.0,4.5,1,Account Strategist,0,2010,Aug,3,7.2860000000000005,240.86,1
7648,7649,google,none," Aug 9, 2010",Former Employee - Anonymous Employee,Great place to work,Extremely smart people working on some of the toughest technical challenges. Wide range of products that you can potentially switch to if something strikes your fancy.,Company is slowly getting bloated in terms of # of people and pace. No longer is as agile and fast paced as it used to be.,"Though it is important to provide job security etc for your employees, you shouldn't be afraid to cut the bottom of your employee pool in order to maintain maximum efficiency.",5.0,5.0,3.0,4.0,5.0,4.5,1,Anonymous Employee,0,2010,Aug,3,7.2860000000000005,240.86,1
7649,7650,google,none," Aug 21, 2010",Current Employee - Software Engineer,Good large company with satellite office drawbacks,Interesting software development projects and quality engineers.,Smaller office can be rife with cronyism and local management more concerned about their relationship with their superiors rather than their reports.,Make performance review rating more transparent.,2.0,2.5,3.0,3.0,4.5,4.0,3,Software Engineer,1,2010,Aug,3,7.2860000000000005,240.86,1
7650,7651,google,"Dublin, Co. Dublin (Ireland)"," Aug 11, 2010",Current Employee - AdWords Account Associate,Make sure you know what you are going to,"Nice offices. Free breakfast, free lunch, free snacks. Also free beer on Fridays. If enrolled in a pension plan Google with add an amount equal to your contribution up to 7% of salary. Easy access to gym.","Extremely bureaucratic. As part of a sales force I spend less than 10% of time talking to clients, about 60% of time reporting, the rest is meetings. Slow decision making processes due to bureaucracy. Very poor middle management - middle management is just people who happened to join Google early and stayed. Unclear career paths. Reportomania. Micromanagement. Poor salary, even when perks are taken into consideration. Environment with many initiatives that only serve to increase internal visibility towards managers but does not create any real value. If you work here, make sure you understand how your work is measured and do not spend any time on anything else, even if those metrics are clearly hilarious. Leadership by spreadsheets and not by people skills.","Realize that counting money is not in itself the same as making money. Reduce introduce streamlined work flows and stick to them, rather than clumsy unclear work flows that change each quarter.",2.0,4.0,3.0,3.0,2.5,2.5,10,AdWords Account Associate,1,2010,Aug,3,7.2860000000000005,240.86,1
7651,7652,google,none," Aug 5, 2010",Current Employee - Anonymous Employee,Fun place to work,"While it's a competitive workplace, most people collaborate and have fun. Not to mention the free food provided at Google.",Working in a highly competitive field means that you have to be on your toes all the time to stay ahead.,Android is growing in market share. Google should continue to improve the user experience of the OS to be competitive with iOS,5.0,5.0,3.0,3.0,3.0,5.0,1,Anonymous Employee,1,2010,Aug,3,7.2860000000000005,240.86,1
7652,7653,google,none," Aug 14, 2010",Former Employee - Anonymous Employee,Fun...,Lots of tech & flexibility Good place to learn & try new things,"Pay If you can't participate in the culture, it's not as fun","Treat perks and real perk, not compensation.",3.0,3.0,3.0,3.0,2.0,3.5,1,Anonymous Employee,0,2010,Aug,3,7.2860000000000005,240.86,1
7653,7654,google,none," Aug 13, 2010",Former Employee - Lead,Enter at your own Risk,"Great food, exciting environment, lots of cool perks. Smart people, lots of energy.","Hiring process sucks. It is an elitist organization who only values GPA and not actual experience. Plus the process for process sake and thousands of spreadsheets is cumbersome. You spend more time updating and submitting reports rather than doing your job, just to justify why you are there. Management by data and metrics, if that is your thing, you will excel here. Otherwise, run to the nearest exit.","Better process on recruiting. Trust your management teams to make decision, and make decisions more quickly. Stop the ridiculous offer review committee, Empower your GMs and their directors to make hires.",3.0,2.5,3.0,3.5,2.5,2.5,1,Lead,0,2010,Aug,3,7.2860000000000005,240.86,1
7654,7655,google,none," Aug 7, 2010",Current Employee - Quantitative Analyst,limited career growth,"work with smart people, very creative workplace. good benefits considering the total package.","engineering-driven project development, limited career growth for non-eng, doesn't provide career development assistance, doesn't value experience much from other industry",reward employee more in terms of career development to help retention.,4.0,5.0,3.0,2.0,4.5,5.0,2,Quantitative Analyst,1,2010,Aug,3,7.2860000000000005,240.86,1
7655,7656,google,none," Aug 9, 2010",Former Employee - Account Manager,very good culture and work environment,casual dynamic and motivational rewarding,highly innovative high competition sometimes stressfull,provide more training,4.0,4.5,3.0,4.0,4.0,5.0,0,Account Manager,0,2010,Aug,3,7.2860000000000005,240.86,1
7656,7657,google,none," Jul 22, 2010",Current Employee - Anonymous Employee,Great Place To Work,Very open to new ideas.,Sometimes difficult to get to another position.,There are other offices besides Mt. View.,5.0,5.0,3.0,4.0,4.5,5.0,0,Anonymous Employee,1,2010,Jul,3,7.2860000000000005,240.86,1
7657,7658,google,none," Aug 7, 2010",Current Employee - Somewhere In the Organization,anonymous,The food - kind of overboard actually.,Poor management by team leads and next few layers. Received conflicting instructions. Supervisor's and management are not willing to stand up for their people or rock the boat for what is right. Easier to say they will take care of something and not do it than to do it.,You've taken your eye off the ball and let a lot of management get hired that should not have. They are only interested in their own growth and will do anything to protect it. You'd better keep a better observation of this or it will hurt your reputation at some point. Not much value add and not progressive in their thinking.,2.0,2.5,3.0,1.0,2.5,2.0,0,Somewhere In the Organization,1,2010,Aug,3,7.2860000000000005,240.86,1
